angle01,angle02,angle03,angle11,angle12,angle13,angle21,angle22,angle23,angle31,angle32,angle33,angle41,angle42,angle43,label_id
0.73,0.91,0.97,0.88,0.72,0.7,0.87,0.66,0.73,0.84,0.69,0.78,0.82,0.74,0.78,2
0.73,0.92,0.97,0.87,0.69,0.69,0.86,0.62,0.73,0.84,0.67,0.78,0.82,0.69,0.77,2
0.72,0.92,0.97,0.86,0.71,0.68,0.86,0.68,0.72,0.84,0.73,0.79,0.82,0.75,0.78,2
0.72,0.93,0.97,0.86,0.68,0.68,0.86,0.64,0.74,0.84,0.71,0.78,0.83,0.73,0.76,2
0.72,0.93,0.97,0.86,0.71,0.68,0.85,0.66,0.74,0.84,0.72,0.78,0.83,0.74,0.77,2
0.72,0.93,0.97,0.86,0.71,0.69,0.85,0.68,0.74,0.84,0.75,0.8,0.83,0.77,0.78,2
0.72,0.93,0.97,0.86,0.71,0.67,0.86,0.66,0.73,0.84,0.71,0.77,0.83,0.75,0.76,2
0.72,0.92,0.97,0.87,0.7,0.69,0.87,0.64,0.73,0.84,0.69,0.79,0.83,0.72,0.78,2
0.72,0.91,0.97,0.87,0.7,0.7,0.87,0.6,0.75,0.85,0.65,0.78,0.82,0.7,0.76,2
0.76,0.91,0.95,0.88,0.73,0.67,0.87,0.59,0.74,0.83,0.63,0.79,0.8,0.71,0.78,2
0.77,0.89,0.93,0.88,0.69,0.66,0.88,0.52,0.76,0.83,0.55,0.79,0.78,0.64,0.77,2
0.8,0.89,0.93,0.89,0.73,0.58,0.89,0.52,0.74,0.84,0.57,0.77,0.79,0.64,0.75,2
0.82,0.89,0.92,0.88,0.76,0.57,0.91,0.52,0.73,0.85,0.54,0.78,0.79,0.62,0.77,2
0.87,0.89,0.87,0.88,0.85,0.65,0.91,0.54,0.68,0.86,0.5,0.78,0.79,0.57,0.79,2
0.81,0.91,0.93,0.89,0.66,0.79,0.84,0.71,0.77,0.82,0.72,0.81,0.81,0.69,0.84,3
0.81,0.9,0.94,0.89,0.67,0.78,0.84,0.71,0.77,0.81,0.74,0.8,0.79,0.74,0.84,3
0.81,0.9,0.94,0.9,0.68,0.78,0.85,0.71,0.77,0.83,0.75,0.79,0.81,0.74,0.83,3
0.82,0.91,0.91,0.89,0.68,0.79,0.84,0.69,0.77,0.81,0.73,0.79,0.79,0.72,0.83,3
0.81,0.91,0.93,0.89,0.69,0.79,0.84,0.72,0.77,0.82,0.75,0.81,0.81,0.74,0.84,3
0.81,0.9,0.93,0.88,0.66,0.8,0.82,0.69,0.78,0.79,0.72,0.79,0.77,0.71,0.84,3
0.81,0.91,0.93,0.88,0.67,0.78,0.83,0.69,0.79,0.81,0.73,0.81,0.79,0.73,0.84,3
0.81,0.91,0.92,0.89,0.64,0.77,0.82,0.63,0.79,0.79,0.64,0.82,0.76,0.63,0.86,3
0.8,0.89,0.97,0.89,0.63,0.78,0.84,0.68,0.78,0.82,0.72,0.83,0.79,0.71,0.85,3
0.8,0.9,0.96,0.89,0.68,0.79,0.84,0.71,0.76,0.83,0.72,0.82,0.8,0.7,0.86,3
0.79,0.91,0.94,0.9,0.69,0.78,0.86,0.72,0.76,0.84,0.74,0.84,0.82,0.73,0.87,3
0.78,0.91,0.96,0.89,0.71,0.79,0.85,0.76,0.75,0.83,0.76,0.84,0.81,0.74,0.87,3
0.79,0.91,0.96,0.91,0.69,0.79,0.86,0.74,0.76,0.85,0.74,0.86,0.83,0.77,0.88,3
0.78,0.91,0.96,0.88,0.72,0.81,0.85,0.76,0.77,0.84,0.74,0.87,0.83,0.73,0.88,3
0.81,0.92,0.98,0.91,0.71,0.81,0.86,0.73,0.78,0.86,0.72,0.85,0.87,0.73,0.82,3
0.81,0.92,0.99,0.9,0.73,0.81,0.86,0.72,0.78,0.86,0.7,0.85,0.87,0.73,0.83,3
0.79,0.93,0.99,0.89,0.78,0.81,0.87,0.72,0.79,0.85,0.68,0.87,0.84,0.7,0.87,3
0.77,0.93,0.99,0.88,0.8,0.84,0.88,0.71,0.79,0.86,0.67,0.88,0.85,0.69,0.89,3
0.79,0.94,0.99,0.88,0.83,0.88,0.87,0.73,0.82,0.86,0.7,0.86,0.84,0.72,0.87,3
0.79,0.94,0.97,0.88,0.82,0.87,0.87,0.74,0.83,0.87,0.7,0.83,0.85,0.74,0.86,3
0.8,0.94,0.98,0.88,0.87,0.92,0.87,0.76,0.85,0.87,0.72,0.83,0.86,0.76,0.86,3
0.81,0.95,0.97,0.88,0.86,0.89,0.87,0.77,0.84,0.87,0.74,0.82,0.88,0.81,0.86,3
0.82,0.96,0.98,0.88,0.86,0.89,0.88,0.76,0.82,0.88,0.73,0.79,0.88,0.8,0.82,3
0.82,0.96,0.97,0.88,0.87,0.93,0.88,0.78,0.86,0.87,0.74,0.82,0.88,0.8,0.85,3
0.83,0.96,0.96,0.88,0.87,0.92,0.88,0.78,0.86,0.87,0.74,0.82,0.88,0.8,0.84,3
0.83,0.96,0.97,0.88,0.88,0.9,0.88,0.79,0.84,0.87,0.76,0.79,0.88,0.82,0.82,3
0.86,0.96,0.97,0.89,0.88,0.92,0.88,0.79,0.86,0.88,0.76,0.81,0.88,0.81,0.81,3
0.84,0.97,0.97,0.9,0.88,0.91,0.89,0.79,0.85,0.88,0.75,0.8,0.88,0.82,0.82,3
0.88,0.97,0.98,0.91,0.89,0.91,0.89,0.82,0.83,0.88,0.78,0.79,0.87,0.83,0.83,3
0.87,0.97,0.98,0.91,0.89,0.9,0.89,0.83,0.81,0.88,0.78,0.77,0.87,0.82,0.81,3
0.87,0.96,0.94,0.91,0.91,0.89,0.89,0.86,0.83,0.87,0.81,0.79,0.86,0.82,0.8,3
0.86,0.96,0.93,0.91,0.92,0.92,0.9,0.88,0.88,0.88,0.84,0.84,0.87,0.83,0.79,3
0.86,0.96,0.93,0.91,0.91,0.91,0.9,0.87,0.86,0.88,0.82,0.82,0.86,0.83,0.81,3
0.86,0.96,0.92,0.91,0.92,0.93,0.9,0.88,0.88,0.88,0.83,0.83,0.86,0.84,0.82,3
0.86,0.95,0.96,0.91,0.91,0.92,0.91,0.88,0.88,0.88,0.83,0.83,0.87,0.85,0.82,3
0.83,0.92,0.98,0.91,0.92,0.94,0.91,0.89,0.9,0.89,0.86,0.85,0.86,0.87,0.85,3
0.77,0.92,0.98,0.9,0.92,0.94,0.94,0.91,0.88,0.91,0.87,0.84,0.87,0.86,0.82,3
0.76,0.91,0.97,0.88,0.93,0.95,0.94,0.92,0.91,0.91,0.89,0.88,0.86,0.87,0.85,3
0.74,0.92,0.97,0.88,0.92,0.93,0.94,0.91,0.89,0.91,0.89,0.88,0.87,0.88,0.87,3
0.75,0.92,0.97,0.88,0.92,0.94,0.94,0.91,0.9,0.91,0.88,0.85,0.87,0.85,0.81,3
0.75,0.92,0.98,0.88,0.93,0.95,0.94,0.91,0.9,0.91,0.88,0.86,0.87,0.84,0.79,3
0.77,0.92,0.97,0.88,0.93,0.95,0.93,0.91,0.9,0.91,0.88,0.84,0.87,0.85,0.8,3
0.76,0.92,0.98,0.88,0.92,0.94,0.93,0.91,0.9,0.91,0.87,0.85,0.87,0.86,0.82,3
0.76,0.92,0.97,0.88,0.92,0.93,0.93,0.9,0.88,0.91,0.87,0.83,0.87,0.86,0.81,3
0.77,0.91,0.97,0.89,0.92,0.93,0.93,0.9,0.88,0.91,0.86,0.82,0.87,0.83,0.8,3
0.76,0.92,0.97,0.88,0.92,0.93,0.93,0.9,0.89,0.91,0.87,0.84,0.88,0.85,0.82,3
0.81,0.93,0.97,0.89,0.91,0.91,0.93,0.88,0.87,0.9,0.83,0.81,0.87,0.81,0.77,3
0.84,0.96,0.98,0.89,0.91,0.9,0.92,0.85,0.86,0.89,0.78,0.76,0.88,0.78,0.73,3
0.85,0.95,0.95,0.89,0.88,0.88,0.92,0.79,0.78,0.89,0.71,0.74,0.87,0.76,0.74,3
0.86,0.96,0.97,0.89,0.89,0.89,0.92,0.79,0.8,0.89,0.7,0.74,0.86,0.74,0.76,3
0.86,0.94,0.96,0.89,0.88,0.89,0.91,0.78,0.79,0.88,0.69,0.76,0.86,0.75,0.78,3
0.85,0.94,0.95,0.91,0.87,0.89,0.91,0.74,0.8,0.88,0.65,0.78,0.85,0.75,0.78,3
0.85,0.95,0.96,0.91,0.86,0.9,0.91,0.67,0.77,0.88,0.59,0.79,0.85,0.72,0.78,3
0.85,0.96,0.96,0.92,0.85,0.91,0.91,0.58,0.77,0.88,0.56,0.81,0.84,0.68,0.78,3
0.84,0.94,0.94,0.91,0.84,0.89,0.89,0.63,0.8,0.86,0.6,0.8,0.83,0.72,0.81,3
0.83,0.94,0.93,0.9,0.79,0.84,0.89,0.58,0.81,0.87,0.61,0.79,0.85,0.71,0.8,3
0.81,0.95,0.94,0.92,0.79,0.84,0.89,0.64,0.8,0.87,0.63,0.8,0.84,0.72,0.82,3
0.81,0.95,0.93,0.9,0.77,0.84,0.88,0.68,0.82,0.87,0.69,0.83,0.85,0.74,0.85,3
0.8,0.94,0.94,0.89,0.72,0.82,0.88,0.65,0.8,0.86,0.67,0.82,0.85,0.73,0.83,3
0.81,0.94,0.95,0.89,0.71,0.82,0.88,0.67,0.8,0.86,0.69,0.83,0.85,0.74,0.84,3
0.79,0.94,0.96,0.89,0.68,0.82,0.87,0.66,0.81,0.86,0.67,0.84,0.84,0.71,0.86,3
0.78,0.94,0.96,0.89,0.66,0.79,0.88,0.61,0.79,0.85,0.64,0.83,0.83,0.67,0.84,3
0.79,0.93,0.97,0.89,0.64,0.8,0.87,0.63,0.79,0.85,0.66,0.84,0.84,0.67,0.84,3
0.79,0.92,0.97,0.88,0.64,0.79,0.86,0.64,0.8,0.83,0.66,0.84,0.82,0.65,0.86,3
0.79,0.92,0.97,0.88,0.64,0.79,0.85,0.63,0.79,0.82,0.64,0.84,0.81,0.63,0.86,3
0.78,0.92,0.97,0.88,0.63,0.8,0.86,0.65,0.79,0.83,0.66,0.85,0.83,0.65,0.85,3
0.78,0.92,0.97,0.89,0.66,0.79,0.86,0.69,0.78,0.83,0.71,0.84,0.82,0.71,0.86,3
0.79,0.93,0.97,0.89,0.62,0.78,0.86,0.64,0.78,0.83,0.67,0.83,0.82,0.66,0.84,3
0.77,0.92,0.96,0.89,0.62,0.79,0.86,0.64,0.79,0.84,0.66,0.84,0.82,0.65,0.84,3
0.78,0.91,0.97,0.89,0.63,0.78,0.87,0.66,0.78,0.85,0.68,0.83,0.83,0.67,0.86,3
0.79,0.89,0.97,0.89,0.62,0.79,0.87,0.64,0.78,0.84,0.68,0.82,0.83,0.66,0.84,3
0.8,0.89,0.97,0.89,0.63,0.79,0.87,0.65,0.8,0.86,0.66,0.84,0.83,0.67,0.87,3
0.79,0.89,0.96,0.89,0.62,0.78,0.88,0.65,0.78,0.86,0.68,0.83,0.83,0.69,0.86,3
0.79,0.88,0.96,0.89,0.61,0.79,0.87,0.64,0.79,0.86,0.67,0.83,0.83,0.66,0.86,3
0.78,0.88,0.96,0.89,0.64,0.79,0.9,0.67,0.78,0.88,0.69,0.82,0.86,0.72,0.86,3
0.75,0.89,0.99,0.86,0.97,0.98,0.91,0.95,0.98,0.89,0.96,0.97,0.89,0.97,0.98,4
0.74,0.89,0.98,0.85,0.97,0.98,0.9,0.96,0.98,0.89,0.96,0.97,0.88,0.97,0.98,4
0.74,0.89,0.98,0.84,0.97,0.98,0.9,0.95,0.98,0.89,0.96,0.97,0.88,0.97,0.98,4
0.74,0.89,0.98,0.84,0.97,0.97,0.91,0.96,0.98,0.9,0.96,0.97,0.88,0.97,0.98,4
0.73,0.89,0.97,0.83,0.97,0.97,0.9,0.96,0.98,0.89,0.97,0.97,0.88,0.97,0.98,4
0.73,0.9,0.97,0.83,0.96,0.97,0.9,0.96,0.98,0.89,0.97,0.98,0.87,0.97,0.98,4
0.74,0.9,0.97,0.83,0.96,0.97,0.9,0.96,0.98,0.89,0.97,0.98,0.88,0.97,0.98,4
0.74,0.91,0.97,0.83,0.96,0.97,0.9,0.96,0.98,0.89,0.97,0.98,0.87,0.97,0.98,4
0.74,0.9,0.97,0.83,0.97,0.98,0.91,0.97,0.98,0.9,0.98,0.98,0.88,0.98,0.98,4
0.73,0.89,0.97,0.83,0.96,0.98,0.9,0.97,0.98,0.89,0.98,0.98,0.88,0.98,0.98,4
0.74,0.91,0.97,0.82,0.96,0.98,0.89,0.96,0.98,0.9,0.98,0.98,0.88,0.98,0.98,4
0.75,0.9,0.97,0.81,0.97,0.98,0.88,0.96,0.99,0.89,0.98,0.99,0.87,0.98,0.98,4
0.76,0.9,0.97,0.79,0.97,0.98,0.88,0.96,0.99,0.89,0.97,0.99,0.87,0.98,0.98,4
0.77,0.9,0.97,0.79,0.97,0.97,0.88,0.96,0.98,0.89,0.97,0.99,0.87,0.97,0.98,4
0.78,0.91,0.97,0.79,0.96,0.97,0.88,0.96,0.98,0.9,0.96,0.99,0.87,0.97,0.98,4
0.79,0.91,0.97,0.79,0.96,0.97,0.88,0.95,0.98,0.91,0.96,0.99,0.87,0.97,0.98,4
0.79,0.91,0.97,0.79,0.96,0.98,0.89,0.96,0.98,0.91,0.96,0.99,0.87,0.97,0.98,4
0.78,0.9,0.97,0.78,0.96,0.97,0.88,0.95,0.98,0.91,0.94,0.99,0.87,0.96,0.98,4
0.79,0.89,0.96,0.79,0.96,0.98,0.88,0.94,0.98,0.91,0.95,0.99,0.87,0.96,0.98,4
0.8,0.88,0.95,0.79,0.97,0.98,0.88,0.94,0.97,0.92,0.94,0.98,0.87,0.96,0.98,4
0.8,0.88,0.95,0.78,0.96,0.98,0.88,0.94,0.97,0.92,0.94,0.98,0.87,0.96,0.98,4
0.8,0.88,0.94,0.78,0.95,0.98,0.87,0.94,0.97,0.91,0.94,0.98,0.87,0.96,0.98,4
0.81,0.88,0.94,0.79,0.94,0.97,0.86,0.93,0.97,0.9,0.94,0.98,0.87,0.95,0.98,4
0.81,0.88,0.94,0.79,0.92,0.96,0.86,0.93,0.96,0.91,0.94,0.98,0.87,0.96,0.98,4
0.83,0.88,0.93,0.79,0.92,0.97,0.87,0.92,0.96,0.91,0.93,0.98,0.88,0.96,0.98,4
0.84,0.87,0.93,0.79,0.92,0.97,0.87,0.92,0.95,0.92,0.93,0.98,0.89,0.96,0.98,4
0.84,0.87,0.93,0.79,0.92,0.97,0.86,0.92,0.95,0.92,0.93,0.98,0.89,0.96,0.98,4
0.85,0.87,0.92,0.8,0.92,0.97,0.87,0.92,0.96,0.92,0.94,0.98,0.91,0.97,0.99,4
0.87,0.88,0.92,0.81,0.92,0.96,0.89,0.92,0.95,0.93,0.93,0.99,0.91,0.96,0.99,4
0.86,0.89,0.92,0.81,0.93,0.97,0.88,0.92,0.96,0.94,0.93,0.99,0.91,0.96,0.99,4
0.87,0.88,0.92,0.79,0.92,0.95,0.88,0.92,0.95,0.94,0.92,0.99,0.92,0.96,0.99,4
0.87,0.9,0.91,0.8,0.92,0.94,0.88,0.93,0.96,0.93,0.93,0.99,0.93,0.96,0.99,4
0.87,0.91,0.91,0.8,0.93,0.96,0.86,0.94,0.97,0.92,0.95,1,0.93,0.96,0.99,4
0.86,0.91,0.92,0.79,0.93,0.95,0.86,0.93,0.96,0.91,0.95,0.99,0.93,0.96,0.99,4
0.87,0.89,0.93,0.79,0.94,0.95,0.85,0.93,0.96,0.91,0.96,0.99,0.94,0.97,0.99,4
0.89,0.9,0.92,0.81,0.95,0.97,0.84,0.94,0.97,0.89,0.97,0.98,0.95,0.97,0.99,4
0.88,0.97,0.91,0.93,0.97,0.98,0.88,0.93,0.99,0.84,0.92,0.97,0.8,0.94,0.99,4
0.89,0.9,0.92,0.81,0.97,0.97,0.84,0.94,0.95,0.89,0.96,0.98,0.94,0.98,0.98,4
0.91,0.92,0.92,0.82,0.97,0.98,0.84,0.94,0.94,0.89,0.96,0.97,0.93,0.98,0.99,4
0.92,0.93,0.93,0.82,0.97,0.98,0.84,0.95,0.96,0.88,0.96,0.98,0.92,0.98,0.99,4
0.93,0.93,0.94,0.82,0.97,0.98,0.83,0.96,0.97,0.87,0.97,0.98,0.92,0.98,0.99,4
0.94,0.94,0.93,0.84,0.99,0.99,0.83,0.97,0.98,0.85,0.98,0.98,0.88,0.99,0.99,4
0.94,0.93,0.95,0.84,0.98,0.98,0.83,0.96,0.98,0.84,0.98,0.98,0.87,0.99,0.99,4
0.93,0.94,0.94,0.86,0.98,0.98,0.83,0.97,0.98,0.84,0.98,0.98,0.86,0.99,0.99,4
0.92,0.91,0.94,0.83,0.97,0.97,0.83,0.97,0.97,0.86,0.98,0.98,0.89,0.98,0.98,4
0.92,0.92,0.94,0.83,0.97,0.98,0.83,0.97,0.97,0.85,0.99,0.98,0.89,0.98,0.99,4
0.92,0.91,0.94,0.83,0.97,0.98,0.83,0.97,0.97,0.86,0.98,0.98,0.89,0.98,0.99,4
0.91,0.91,0.92,0.83,0.97,0.98,0.83,0.97,0.98,0.86,0.99,0.98,0.89,0.97,0.99,4
0.92,0.89,0.94,0.82,0.97,0.98,0.83,0.97,0.96,0.85,1,0.98,0.89,0.98,0.99,4
0.92,0.89,0.93,0.82,0.97,0.98,0.82,0.97,0.96,0.84,0.99,0.98,0.88,0.98,0.99,4
0.91,0.89,0.94,0.83,0.97,0.98,0.83,0.97,0.97,0.85,0.99,0.99,0.89,0.97,0.99,4
0.91,0.89,0.93,0.82,0.97,0.98,0.83,0.97,0.96,0.84,0.99,0.99,0.88,0.97,0.99,4
0.92,0.9,0.93,0.82,0.96,0.98,0.82,0.97,0.97,0.84,0.99,0.98,0.88,0.97,0.99,4
0.91,0.9,0.93,0.83,0.97,0.98,0.83,0.97,0.96,0.85,0.99,0.98,0.89,0.97,0.99,4
0.92,0.89,0.94,0.83,0.97,0.98,0.83,0.97,0.96,0.85,0.99,0.99,0.89,0.97,0.99,4
0.92,0.89,0.94,0.82,0.97,0.98,0.83,0.96,0.96,0.85,0.99,0.98,0.89,0.98,0.99,4
0.93,0.9,0.94,0.82,0.97,0.98,0.82,0.97,0.96,0.85,0.99,0.98,0.89,0.98,0.99,4
0.92,0.91,0.94,0.81,0.97,0.98,0.81,0.97,0.97,0.84,0.99,0.98,0.88,0.97,0.99,4
0.92,0.91,0.94,0.81,0.98,0.98,0.81,0.98,0.98,0.84,0.99,0.98,0.88,0.98,0.99,4
0.92,0.93,0.92,0.81,0.98,0.98,0.81,0.98,0.98,0.83,0.98,0.98,0.87,0.99,0.99,4
0.92,0.96,0.91,0.86,0.99,0.98,0.82,0.97,0.98,0.82,0.97,0.98,0.83,0.98,0.99,4
0.92,0.95,0.91,0.84,0.99,0.99,0.82,0.96,0.98,0.82,0.96,0.98,0.84,0.98,0.99,4
0.92,0.94,0.91,0.81,0.98,0.98,0.81,0.96,0.98,0.82,0.96,0.98,0.86,0.98,0.99,4
0.92,0.96,0.92,0.82,0.98,0.98,0.81,0.96,0.98,0.83,0.96,0.98,0.85,0.97,0.99,4
0.92,0.96,0.91,0.82,0.99,0.98,0.81,0.96,0.98,0.83,0.96,0.98,0.85,0.97,0.99,4
0.93,0.93,0.91,0.8,0.97,0.98,0.81,0.96,0.98,0.84,0.96,0.98,0.89,0.98,0.99,4
0.92,0.95,0.95,0.82,0.96,0.98,0.82,0.94,0.97,0.85,0.94,0.98,0.88,0.97,0.99,4
0.89,0.92,0.94,0.77,0.96,0.98,0.82,0.94,0.95,0.87,0.96,0.98,0.92,0.99,0.99,4
0.85,0.92,0.93,0.79,0.93,0.95,0.85,0.93,0.93,0.89,0.95,0.98,0.92,0.97,0.99,4
0.86,0.92,0.93,0.81,0.93,0.96,0.87,0.93,0.94,0.91,0.94,0.98,0.92,0.97,0.98,4
0.85,0.91,0.93,0.8,0.92,0.96,0.86,0.91,0.94,0.9,0.94,0.98,0.91,0.96,0.99,4
0.84,0.91,0.93,0.8,0.91,0.94,0.86,0.91,0.91,0.9,0.93,0.97,0.91,0.94,0.98,4
0.84,0.92,0.93,0.81,0.91,0.95,0.87,0.92,0.93,0.91,0.94,0.98,0.91,0.94,0.99,4
0.84,0.91,0.93,0.81,0.91,0.94,0.87,0.91,0.91,0.91,0.93,0.96,0.91,0.94,0.99,4
0.84,0.92,0.93,0.82,0.9,0.94,0.88,0.9,0.92,0.92,0.91,0.97,0.91,0.93,0.99,4
0.79,0.93,0.95,0.86,0.91,0.98,0.7,0.4,0.83,0.68,0.39,0.86,0.67,0.43,0.89,5
0.8,0.93,0.96,0.86,0.89,0.97,0.73,0.38,0.84,0.68,0.4,0.88,0.64,0.46,0.91,5
0.82,0.9,0.97,0.84,0.91,0.97,0.76,0.33,0.86,0.69,0.37,0.86,0.6,0.48,0.9,5
0.81,0.89,0.96,0.83,0.92,0.98,0.74,0.32,0.89,0.66,0.37,0.84,0.54,0.5,0.87,5
0.81,0.88,0.94,0.8,0.93,0.98,0.71,0.33,0.89,0.62,0.38,0.83,0.53,0.49,0.87,5
0.81,0.88,0.97,0.8,0.94,0.98,0.7,0.34,0.9,0.62,0.38,0.82,0.54,0.48,0.85,5
0.81,0.87,0.99,0.79,0.94,0.98,0.7,0.34,0.91,0.64,0.37,0.83,0.57,0.47,0.83,5
0.79,0.86,0.99,0.79,0.95,0.98,0.71,0.36,0.9,0.67,0.36,0.83,0.61,0.46,0.82,5
0.81,0.86,0.96,0.78,0.96,0.98,0.72,0.36,0.89,0.68,0.34,0.87,0.62,0.44,0.84,5
0.82,0.87,0.96,0.78,0.94,0.97,0.73,0.38,0.9,0.68,0.38,0.9,0.62,0.47,0.84,5
0.81,0.87,0.97,0.77,0.93,0.98,0.71,0.41,0.9,0.67,0.39,0.89,0.62,0.47,0.84,5
0.81,0.88,0.97,0.78,0.93,0.98,0.71,0.41,0.89,0.67,0.38,0.89,0.63,0.45,0.84,5
0.81,0.89,0.98,0.77,0.93,0.98,0.71,0.42,0.88,0.67,0.39,0.88,0.63,0.45,0.83,5
0.79,0.89,0.98,0.78,0.93,0.97,0.76,0.39,0.87,0.73,0.36,0.89,0.69,0.42,0.83,5
0.79,0.89,0.99,0.77,0.94,0.97,0.74,0.38,0.86,0.73,0.34,0.89,0.7,0.39,0.83,5
0.78,0.89,1,0.78,0.94,0.97,0.74,0.38,0.86,0.73,0.34,0.89,0.71,0.38,0.83,5
0.71,0.88,0.96,0.79,0.96,0.98,0.82,0.22,0.89,0.81,0.22,0.9,0.77,0.27,0.85,5
0.73,0.89,0.97,0.79,0.96,0.97,0.81,0.24,0.89,0.81,0.23,0.91,0.77,0.3,0.84,5
0.73,0.9,0.97,0.79,0.96,0.97,0.82,0.24,0.89,0.81,0.24,0.91,0.76,0.31,0.84,5
0.73,0.88,0.94,0.8,0.97,0.97,0.85,0.17,0.91,0.83,0.21,0.89,0.78,0.27,0.84,5
0.76,0.89,0.96,0.79,0.96,0.97,0.83,0.21,0.91,0.82,0.23,0.92,0.77,0.3,0.84,5
0.78,0.9,0.95,0.81,0.97,0.97,0.82,0.21,0.91,0.82,0.24,0.92,0.77,0.31,0.85,5
0.79,0.89,0.94,0.81,0.98,0.97,0.83,0.19,0.91,0.83,0.23,0.92,0.77,0.29,0.86,5
0.79,0.9,0.94,0.8,0.97,0.97,0.82,0.22,0.89,0.82,0.24,0.91,0.76,0.31,0.86,5
0.79,0.9,0.94,0.81,0.98,0.97,0.84,0.14,0.92,0.84,0.19,0.93,0.79,0.26,0.88,5
0.79,0.91,0.95,0.81,0.97,0.97,0.83,0.17,0.91,0.84,0.19,0.93,0.79,0.27,0.88,5
0.82,0.89,0.95,0.82,0.98,0.98,0.86,0.11,0.93,0.86,0.18,0.93,0.79,0.26,0.9,5
0.81,0.9,0.95,0.8,0.97,0.98,0.82,0.14,0.91,0.84,0.19,0.93,0.78,0.25,0.89,5
0.82,0.91,0.97,0.8,0.97,0.97,0.79,0.24,0.87,0.8,0.25,0.89,0.75,0.31,0.87,5
0.83,0.89,0.97,0.78,0.97,0.97,0.79,0.24,0.87,0.79,0.24,0.9,0.75,0.31,0.87,5
0.82,0.9,0.98,0.77,0.97,0.97,0.76,0.29,0.87,0.76,0.28,0.88,0.72,0.33,0.86,5
0.82,0.9,0.97,0.78,0.97,0.98,0.78,0.24,0.87,0.79,0.25,0.89,0.74,0.31,0.87,5
0.82,0.89,0.97,0.79,0.97,0.98,0.81,0.17,0.89,0.82,0.21,0.92,0.77,0.26,0.89,5
0.81,0.9,0.98,0.78,0.97,0.97,0.77,0.27,0.86,0.77,0.28,0.88,0.72,0.33,0.86,5
0.81,0.91,0.98,0.76,0.96,0.98,0.74,0.3,0.86,0.74,0.3,0.87,0.71,0.34,0.84,5
0.81,0.91,0.98,0.77,0.96,0.97,0.77,0.25,0.87,0.77,0.26,0.89,0.73,0.32,0.86,5
0.8,0.91,0.98,0.77,0.96,0.98,0.75,0.28,0.86,0.75,0.29,0.87,0.71,0.33,0.84,5
0.79,0.91,0.99,0.76,0.96,0.97,0.73,0.31,0.86,0.73,0.31,0.86,0.7,0.34,0.83,5
0.8,0.91,0.98,0.76,0.94,0.97,0.72,0.34,0.85,0.72,0.33,0.84,0.69,0.37,0.81,5
0.81,0.91,0.98,0.78,0.95,0.97,0.75,0.29,0.84,0.76,0.29,0.86,0.72,0.33,0.83,5
0.81,0.91,0.98,0.79,0.97,0.98,0.77,0.28,0.83,0.77,0.29,0.85,0.74,0.33,0.84,5
0.81,0.92,0.99,0.78,0.94,0.98,0.73,0.34,0.86,0.73,0.33,0.83,0.69,0.38,0.82,5
0.82,0.92,0.99,0.81,0.96,0.98,0.77,0.33,0.86,0.75,0.33,0.84,0.71,0.37,0.83,5
0.83,0.92,0.99,0.84,0.97,0.98,0.77,0.36,0.85,0.74,0.34,0.82,0.69,0.39,0.83,5
0.84,0.93,0.98,0.85,0.96,0.98,0.78,0.36,0.84,0.76,0.34,0.83,0.71,0.38,0.84,5
0.84,0.94,0.98,0.87,0.96,0.98,0.78,0.38,0.85,0.75,0.37,0.82,0.68,0.42,0.84,5
0.85,0.95,0.99,0.85,0.94,0.99,0.76,0.42,0.85,0.72,0.39,0.82,0.66,0.43,0.85,5
0.86,0.96,0.98,0.84,0.94,0.98,0.74,0.44,0.85,0.69,0.42,0.8,0.62,0.48,0.84,5
0.84,0.95,0.94,0.87,0.96,0.99,0.81,0.36,0.85,0.77,0.37,0.83,0.69,0.43,0.86,5
0.86,0.96,0.97,0.85,0.94,0.99,0.76,0.44,0.85,0.7,0.42,0.81,0.62,0.48,0.84,5
0.86,0.94,0.97,0.84,0.93,0.98,0.74,0.46,0.85,0.68,0.43,0.8,0.6,0.5,0.83,5
0.82,0.92,0.92,0.89,0.96,0.99,0.86,0.35,0.86,0.8,0.34,0.86,0.71,0.44,0.85,5
0.81,0.91,0.93,0.91,0.96,1,0.87,0.32,0.87,0.81,0.33,0.86,0.72,0.42,0.86,5
0.82,0.9,0.91,0.92,0.97,0.99,0.89,0.26,0.89,0.79,0.31,0.87,0.7,0.38,0.87,5
0.83,0.91,0.98,0.91,0.97,0.99,0.82,0.34,0.87,0.73,0.38,0.86,0.69,0.41,0.86,5
0.83,0.91,0.97,0.88,0.96,0.99,0.73,0.39,0.9,0.62,0.42,0.86,0.57,0.48,0.89,5
0.81,0.9,0.96,0.87,0.94,0.99,0.74,0.45,0.88,0.63,0.48,0.87,0.57,0.57,0.88,5
0.78,0.92,0.92,0.87,0.86,0.99,0.69,0.44,0.87,0.63,0.47,0.88,0.62,0.51,0.89,5
0.78,0.94,0.91,0.87,0.86,0.98,0.67,0.45,0.84,0.63,0.47,0.88,0.62,0.49,0.89,5
0.79,0.94,0.91,0.87,0.87,0.98,0.68,0.42,0.84,0.64,0.44,0.86,0.62,0.49,0.88,5
